file_name,Notes,Category
verifier.exe,,Kernel analysis and internal tools
veritasservice.exe,,Third-party IT and backup platforms
vfwvcr.dll,,"Display, DirectShow, multimedia loaders"
"vgc.exe,Vanguard",Vanguard,Game anti-cheat & telemetry agents (can side-load from temp folders)
vhdloader.exe,,Virtualization / WSL / Windows Subsystem helpers
videofilterloader.exe,,"Media, thumbnails, and metadata tools"
videometadatareader.exe,,Media framework helpers
virtftpsvc.exe,,"Credential, TPM, and smartcard systems"
virtmgmt.msc,,Less common virtualization & network helpers
virtualdesktopbroker.exe,,Shell UX helpers & immersive fallback handlers
virtualdiskhost.exe,,"Disk, partition, storage tool stubs"
virtualdisplaymanager.exe,,UX helpers and projection/display
virtualdrivehost.exe,,File sync / storage services
virtualenvhost.exe,,Virtualization / WSL / Windows Subsystem helpers
virtualsessionmanager.exe,,Virtual desktop and session UX
virtualsmartcardhost.exe,,Smartcard / credential providers (quietly abused)
visio.exe,,Microsoft Office executables
visionenhancementui.exe,,"Accessibility, DPI scaling, and visual fallback agents"
vivaldi.exe,,Web browsers & frameworks
vlanconfig.exe,,Less common virtualization & network helpers
vlc.exe,,3rd-party (often signed) tools commonly dropped with malicious DLLs
"vlc.exe,VLC player",VLC player,Third-party apps commonly seen abused
vmcompute.exe,,Hyper-V and Virtualization expansion
vmconnect.exe,,VPN & Virtualization tools
vmconnecthost.exe,,VDI & Remote display toolkits (MS and third-party)
vmguestinteraction.exe,,Virtualization / WSL / Windows Subsystem helpers
vmmap64.exe,,Sysinternals and diagnostics drop targets (not previously listed)
vmms.exe,,VPN & Virtualization tools
vmnat.exe,,VPN & Virtualization tools
vmnetdhcp.exe,,VPN & Virtualization tools
vmsh.exe,,VDI & Remote display toolkits (MS and third-party)
vmsp.exe,,Hyper-V and Virtualization expansion
vmsvcsync.exe,,Less common virtualization & network helpers
vmswitchsvc.exe,,Hyper-V and Virtualization expansion
vmtoolsd.exe,,Lesser-known signed 3rd-party updaters
vmtrace.exe,,Native Windows troubleshooting / diagnostics
vmwaretoolsupgrader.exe,,Lesser-known signed 3rd-party updaters
vmwp.exe,,VPN & Virtualization tools
voicetranslationbridge.exe,,Speech-to-text & accessibility audio interaction layers
volactivator.exe,,Volume Licensing and Activation (KMS / ADBA)
volumecontrol.exe,,Windows Audio/Multimedia/Media DLL loaders
volumehotkeybridge.exe,,"Shell UX interactions (brightness, audio, overlays)"
volumelabelmanager.exe,,"Disk, partition, storage tool stubs"
volumelicenseagent.exe,,"KMS, volume licensing, and enterprise key services"
volumelicensing.exe,,Microsoft licensing / activation components (signed)
volumepopupcontroller.exe,,"Shell UX interactions (brightness, audio, overlays)"
volumesnapshotservicehost.exe,,"Disk, partition, storage tool stubs"
volumetrayproxy.exe,,Overlay + system tray + clipboard services
vpnconnmgr.exe,,"Network configuration, VPN, and OEM adapters"
vscmgrsvc.dll,,"Credential, TPM, and smartcard systems"
vscode.exe,,3rd-party (often signed) tools commonly dropped with malicious DLLs
vscode-elevate.exe,,"More Squirrel / Electron / Updater Tools (from VS Code, Slack, Discord, etc.)"
vscodeupdater.exe,,"Generic updaters used in real apps (signed, common, exploitable)"
vscservices.dll,,"Credential, TPM, and smartcard systems"
vshost.exe,,Visual Studio subcomponents
vsjitdebugger.exe,,.NET & Visual Studio toolchain
vssadmin.exe,,Backup / Imaging Enterprise Tools
vssoperationhost.exe,,"Backup, recovery, image management"
vstest.console.exe,,Microsoft test and diagnostics tooling
vstest.executionengine.exe,,Microsoft test and diagnostics tooling
wab.exe,,Legacy or deprecated Windows tools (still seen in use)
wabmig.exe,,Legacy or deprecated Windows tools (still seen in use)
watchdog.exe,,Misc tools often bundled with software and exploitable
watchdog32.exe,,Known malware disguises / dropper names
watchdogreconnector.exe,,Telemetry & log diagnostics
watchdogsignalhost.exe,,"Recovery, event, and telemetry tools"
watcher.exe,,Lightweight and obscure helper binaries
watcherui.exe,,Miscellaneous one-offs observed in the wild
waypoint.exe,,DevOps / IaC Tools (container and code delivery)
wbadmin.exe,,Backup / Imaging Enterprise Tools
wbemcomn.dll,,WMI & COM-related support
wbemcore.dll,,WMI & COM-related support
wbemess.dll,,WMI & COM-related support
wbemprox.dll,,WMI & COM-related support
wbemtest.exe,,Admin/Support tools
wdboot.sys,,Microsoft Defender / ATP / EDR internals
wdfilter.sys,,Microsoft Defender / ATP / EDR internals
wdfilterhost.exe,,Security health + Defender UI helpers
webaccountmanager.dll,,Identity + auth framework components
webauthnhost.exe,,FIDO / SAML / OAuth2 bridge binaries
webbrowserhost.exe,,Legacy MSHTML/IE/OLE objects and browser-related hosts
webcontainerhost.exe,,Miscellaneous side-loadable binaries from sandbox uploads
webexautoupdater.exe,,"More Squirrel / Electron / Updater Tools (from VS Code, Slack, Discord, etc.)"
webexsvc.exe,,RMM / remote access tools often used for persistence
webexupdate.exe,,"Generic updaters used in real apps (signed, common, exploitable)"
webrootsvc.exe,,Security Vendor Processes
webstorm.exe,,IDEs & devtools (beyond VS)
webview2loader.dll,,Edge & WebView internal helpers
webview2update.exe,,Edge & WebView internal helpers
webview2updater.exe,,Evergreen platform components
webviewcontainerhost.exe,,Edge/WebView2 and app container transitions
webviewhost.exe,,Web browsers & frameworks
webviewruntime.exe,,Microsoft Edge & Chromium variant tooling
wecutil.exe,,Windows embedded / POS terminals
wembconfigurator.exe,,Windows Embedded & POS/IoT editions
wercon.exe,,Microsoft Diagnostic and Troubleshooting
werfault.exe,,Microsoft Diagnostic and Troubleshooting
werfaultsecure.exe,,More crash handlers & telemetry
werfeedbackhost.exe,,"WER, diagnostics, repair prompts"
weruploaderproxy.exe,,Windows crash reporting and feedback interfaces
wevtutil.exe,,Admin/Support tools
whatsappupdate.exe,,Common messaging / productivity app updaters
whoami.exe,,Core Windows LOLBins
whois.exe,,Sysinternals and diagnostics drop targets (not previously listed)
wiaacmgr.exe,,Print & Imaging tools
widgets.exe,,Advanced Windows Shell/UX/Explorer hosts
wifiadapterservice.exe,,"Network configuration, VPN, and OEM adapters"
wificonfig.exe,,"Malware/fraud-themed disguises (real campaigns, not just theory)"
wifidisplay.exe,,"Device, Bluetooth, Hotspot, Wireless Tools"
wifisenseagent.exe,,"Location, geofencing, Wi-Fi sense agents"
wimlib-imagex.exe,,Windows Imaging Format & Deployment Tools
wimmount.exe,,Windows Imaging Format & Deployment Tools
win10prepui.exe,,Migration and OS compatibility tools
win32proxyhost.exe,,Final stage malware disguises
winbio.dll,,Additional Windows Core Services & System Hosts
winbiohost.exe,,"Smartcard, biometric and access control components"
winchat.exe,,Deprecated but signed/used components
winconfiginjector.exe,,"Cracked/fake EXEs used in stealer kits, loaders, crypters (sandbox confirmed)"
windbg.exe,,Native Windows troubleshooting / diagnostics
windbgstub.exe,,"SDK, DDK, and optional Windows components"
windowsauthbroker.exe,,Hybrid identity / WebAuthn + broker flows
windowsdefenderatpservice.exe,,Microsoft Defender / ATP / EDR internals
windowsfilebroker.exe,,More shell extension + file dialog execution helpers
windowsfirstlaunch.exe,,Windows “First Run” and OOBE initialization binaries
windowsfixer.exe,,Fake / cloned binary names seen in malware reports
windowshelloauthhost.exe,,Credential Management and Secure Desktop
windowshellohost.exe,,"Identity, TPM, and auth brokers"
windowshelper.exe,,More red team disguises and custom dropper names (observed in threat intel datasets)
windowshelper32.exe,,Malware builder kit output names (sandbox-confirmed)
windowsindustrylauncher.exe,,Windows Embedded / Industry-specific modules
windowsmixedreality.dll,,Windows Mixed Reality / Holographic platform
windowsnapcontroller.exe,,"Tray utilities, overlays, clipboard & input switching"
windowsperfanalyzer.exe,,Event tracing and ETW consumer tools
windowsperformanceanalyzer.exe,,Microsoft Diagnostics Framework Additions
windowsremediationhost.exe,,More post-installation and remediation tools
windowssecuritysvc.exe,,Real fake/payload EXEs from malware kits and cracked loaders
windowsservicehelper.exe,,Real fake EXEs (based on leaked pentest kit output names)
windowsservicemanager.exe,,OEM/enterprise app portals
windowsupdatechecker.exe,,"Malware/fraud-themed disguises (real campaigns, not just theory)"
windowsupdatelegacy.exe,,Update / patching / fallback servicing
windowsupdatemodule.exe,,Rare Windows Installer GUI helpers
windowsupdaterhelper.exe,,Malware disguise EXEs seen spoofing update/fix/sync tools
windowsupgradebridge.exe,,Migration and OS compatibility tools
windump.exe,,Networking + Packet Inspection Tools
winembeddedinstaller.exe,,Windows Embedded & POS/IoT editions
winfirewallsvc.exe,,Red team and malware loader disguises (confirmed in wild)
winfixerhost.exe,,Real fake EXEs (based on leaked pentest kit output names)
winfixinjecthost.exe,,Cracked / fake malware EXEs seen in 2024 stealer campaigns
winget.exe,,Installer helpers (non-default bundle managers)
winget-cli.exe,,Installer helpers (non-default bundle managers)
winhlp32.exe,,Legacy Support / Admin Tools
winhostservice.exe,,Malware-style EXEs (as seen in sandboxes + payload kits)
wininit.exe,,Deep system infrastructure
wininstallhost.exe,,"More malware-staged EXE names (sandbox-verified, real-world IOCs)"
wininstallrollback.exe,,"Setup rollback, recovery, and installer fallback EXEs"
wininstallwrapper.exe,,More malware-styled disguises (sideload-ready)
winlaunchinjectsvc.exe,,"Cracked malware payload disguise names (sandbox verified, 2024)"
winlaunchsvc.exe,,Fake EXE names found in malware/red team loaders (2023–2024)
winload.exe,,"Boot, EFI, and early startup binaries (rare but high privilege)"
winloaderstub.exe,,"Malware disguise EXEs from cracked loaders, public campaigns, and sandboxed payload chains"
winloadersvc.exe,,More red team / cracked EXE payload names (confirmed in live kits and sandboxes)
winloadhost.exe,,Named-like-Windows malware droppers (from public sandbox reports)
winlogbeat.exe,,"Monitoring, log agents"
winlogon.exe,,Deep system infrastructure
winlogonbridge.exe,,Recent fake EXEs seen in cracked loaders and stagers (Q1 2024)
winlogonbroker.exe,,System user context brokers & shell interfaces
winlogonext.dll,,"Domain Join, Federation, Kerberos, etc."
winlogonhelper64.exe,,"Malware disguise EXEs from cracked loaders, public campaigns, and sandboxed payload chains"
winlogonstage64.exe,,"Cracked malware EXEs (live sandboxed payloads, Jan–Apr 2024)"
winlogonsubsystem.exe,,"Credential, secure desktop, and pre-logon agents"
winlogontrigger.exe,,Malware disguise binaries from cracked toolkits (mid–late 2024)
winlogonwrapper.exe,,Misc abused or trojanized EXEs (campaign artifacts)
WinMergeU.exe,,3rd-party (often signed) tools commonly dropped with malicious DLLs
winmetadatahost.exe,,Rare UWP / WinRT hosters
winmsd.exe,,Legacy support tools still present in many systems
winmsdclassic.exe,,Deprecated but signed Microsoft tools still present in WinSxS or OEM deployments
winpatchbridge.exe,,Disguised EXEs from cracked loaders and fake utilities (verified 2024)
winpatchmanager.exe,,Fake EXEs from cracked loaders + crypters (2024 live sightings)
winpatchsvc.exe,,Recently seen malware disguise EXEs (2024 kits)
winpeinithost.exe,,"WinPE, Setup, and Recovery environment stubs"
winpeutil.exe,,Windows Imaging Format & Deployment Tools
winpty-agent.exe,,"Virtual desktop, shell, and console infrastructure"
winrar.exe,,Data exfil / compression tools
winrecoveryrelay.exe,,Live fake/malware EXEs seen in cracked kits + stager chains
winrecustomaction.exe,,"Boot, WinRE, and diagnostics mode binaries"
winrelauncher.exe,,Advanced Recovery and Setup Tools
winrerestorehost.exe,,"Reset, recovery, WinRE-exclusive binaries"
winrestoreux.exe,,WinRE-only binaries and recovery service hosts
winresume.exe,,"Boot, EFI, and early startup binaries (rare but high privilege)"
winrshost.exe,,Even more Microsoft-signed system-level binaries
winrtserviceloader.exe,,Rare UWP / WinRT hosters
winrundll32.exe,,Known malware disguises from 2022–2024 samples
winsat.exe,,Core Windows LOLBins
WinSCP.exe,,Third-party apps commonly seen abused
winsecureproxy.exe,,"Malware mimic EXEs (live samples, cracked loaders, red team artifacts)"
winsecureuploader.exe,,"Cracked EXEs used in loaders, UAC bypass chains, and clipper campaigns"
winsockfixer.exe,,"Legacy Microsoft EXEs (signed, still present in upgrade paths)"
winsockreset.exe,,More Microsoft Management & Deployment Binaries
winspector.exe,,Third-party niche software often found in corporate environments
winstartdispatcher.exe,,Fake/malware disguises confirmed in cracked toolkits
winstartupagent.exe,,Malware disguises from cracked kits / loaders / droppers
winstartupcontroller.exe,,Disguised EXEs from cracked payloads (sandbox-confirmed)
winstartuplink.exe,,"Recently confirmed fake/malicious EXEs (from cracked toolkits, 2024)"
winstore.app.exe,,AppX / UWP / Store Framework components
winsyncsvc.exe,,"Real fake/payload EXEs from red team tools, malware samples, cracked toolkits"
wintrust.dll,,"Trusted platform, cert store, encryption helpers"
winupdatefallback.exe,,"Update recovery, remediation, and hotfix staging agents"
